OBJECTID;Neighborhood;LAPD_Cost;LAPD_Days_in_Jail;LAPD_Arrests;LASD_Cost;LASD_Days_in_Jail;LASD_Arrests;F2010_Population;Combo_Cost;Combo_Cost_PerPop;Combo_Days;Combo_Days_PerPop;Combo_Arrests;Combo_Arrests_PerPop;spa;sup_dist;SHAPE_Length;SHAPE_Area
40;Chinatown;294885;1283;565;174125;1108;85;16437;469010;2,85338E+14;2391;1,45465E+14;650;3,95449E+14;SPA 4 - Metro;District 1;7,14815E+14;2,30009E+14
41;Citrus;18847;82;38;2143790;14372;747;17532;2162637;1,23354E+14;14454;8,24435E+14;785;4,47753E+14;SPA 3 - San Gabriel;District 1;1,69146E+14;2,56014E+14
42;Claremont;19766;86;46;193601;1099;149;37361;213367;5,71096E+14;1185;3,17176E+14;195;5,21935E+13;SPA 3 - San Gabriel;District 5;4,02207E+14;4,2176E+14
43;Commerce;102279;445;207;2596810;17399;909;13158;2699089;2,05129E+14;17844;1,35613E+14;1116;8,48153E+14;SPA 7 - East;District 4;2,8753E+14;1,6631E+14
44;Compton;1338818;5825;2575;34228400;231297;11177;101456;35567218;3,50568E+14;237122;2,33719E+13;13752;1,35546E+14;SPA 6 - South;District 2;5,1442E+14;2,58988E+14
45;Covina;92396;402;197;3138360;20780;1200;53063;3230756;6,08853E+14;21182;3,99186E+14;1397;2,63272E+14;SPA 3 - San Gabriel;District 1;4,08696E+14;1,92392E+14
46;Cudahy;109634;477;224;4031130;27424;1241;23805;4140764;1,73945E+14;27901;1,17206E+14;1465;6,15417E+14;SPA 7 - East;District 4;1,06623E+14;3,10489E+14
47;Culver City;388430;1690;849;339417;2120;182;36672;727847;1,98475E+14;3810;1,03894E+14;1031;2,81141E+13;SPA 5 - West;District 2;3,56696E+14;1,31251E+14
48;Cypress Park;433938;1888;822;246938;1619;101;8876;680876;7,67098E+14;3507;3,9511E+14;923;1,03988E+14;SPA 4 - Metro;District 1;8,60276E+14;1,83301E+13
49;Del Aire;51024;222;110;658662;4173;329;10261;709686;6,91634E+14;4395;4,28321E+14;439;4,27834E+14;SPA 8 - South Bay;District 2;1,01578E+14;2,49919E+13
50;Del Rey;689750;3001;1498;292751;1787;174;29466;982501;3,33435E+14;4788;1,62492E+14;1672;5,67434E+14;SPA 5 - West;District 2;1,53678E+14;6,19805E+14
51;Desert View Highlands;11952;52;26;1021960;6993;298;3259;1033912;3,17248E+14;7045;2,16171E+14;324;9,9417E+14;SPA 1 - Antelope Valley;District 5;7,45122E+14;1,12801E+14
52;Diamond Bar;37694;164;95;2406780;15339;1165;46826;2444474;5,22033E+14;15503;3,31077E+14;1260;2,69081E+14;SPA 3 - San Gabriel;District 1;3,40917E+14;3,82289E+14
53;Downey;350966;1527;784;7031180;45959;2933;111772;7382146;6,60465E+14;47486;4,24847E+14;3717;3,32552E+14;SPA 7 - East;District 4;2,7294E+14;3,16433E+14
54;Downtown;7321323;31854;12203;4219200;28669;1313;43052;11540523;2,6806E+14;60523;1,40581E+14;13516;3,13946E+14;SPA 4 - Metro;District 1;1,69867E+14;1,47623E+14
55;Duarte;43440;189;88;3176760;21597;984;21321;3220200;1,51034E+14;21786;1,02181E+14;1072;5,02791E+14;SPA 3 - San Gabriel;District 5;3,42048E+14;1,69382E+14
56;Eagle Rock;627463;2730;1219;534961;3663;155;32166;1162424;3,61383E+13;6393;1,9875E+14;1374;4,27159E+13;SPA 4 - Metro;District 1;1,82353E+14;1,07609E+14
57;East Compton;113081;492;220;4923770;33562;1489;11897;5036851;4,23372E+14;34054;2,8624E+14;1709;1,4365E+14;SPA 6 - South;District 2;1,49932E+14;2,1061E+14
58;East Hollywood;3454495;15030;6852;1487910;9981;516;69639;4942405;7,09718E+14;25011;3,59152E+14;7368;1,05803E+14;SPA 4 - Metro;District 1;9,67941E+14;6,01841E+14
59;East La Mirada;8044;35;18;1032670;6586;498;9757;1040714;1,06663E+14;6621;6,7859E+14;516;5,28851E+14;SPA 7 - East;District 4;8,18994E+14;2,80302E+14
60;East Los Angeles;1233321;5366;2417;32635100;216085;12479;125606;33868421;2,6964E+14;221451;1,76306E+14;14896;1,18593E+14;SPA 7 - East;District 1;2,63747E+14;1,88768E+14
61;East Pasadena;20915;91;46;440620;2904;174;4841;461535;9,53388E+14;2995;6,18674E+14;220;4,54452E+14;SPA 3 - San Gabriel;District 5;1,22631E+13;3,31112E+14
62;East San Gabriel;36545;159;86;1165820;7626;484;24085;1202365;4,99217E+14;7785;3,2323E+14;570;2,36662E+14;SPA 3 - San Gabriel;District 5;2,66533E+14;5,52431E+14
63;Echo Park;1222979;5321;2425;592643;3867;250;37475;1815622;4,84489E+14;9188;2,45177E+14;2675;7,13809E+14;SPA 4 - Metro;District 1;1,26981E+14;6,06715E+14
64;Elizabeth Lake;1839;8;4;138433;914;54;749;140272;1,87279E+14;922;1,23097E+14;58;7,74366E+14;SPA 1 - Antelope Valley;District 5;2,44764E+14;1,60626E+14
65;El Monte;269602;1173;564;11952100;80463;4027;114708;12221702;1,06546E+14;81636;7,11685E+14;4591;4,00234E+14;SPA 3 - San Gabriel;District 1;3,2846E+14;2,45166E+14
66;El Segundo;60678;264;147;164067;1093;60;16654;224745;1,3495E+14;1357;8,14819E+14;207;1,24294E+14;SPA 8 - South Bay;District 2;1,78731E+14;1,37833E+14
67;El Sereno;1449141;6305;2686;2021750;13394;770;39582;3470891;8,76886E+14;19699;4,97676E+13;3456;8,73124E+12;SPA 4 - Metro;District 1;1,52627E+13;1,05436E+14
68;Elysian Park;36774;160;76;65161;441;21;1894;101935;5,382E+14;601;3,17318E+14;97;5,12144E+14;SPA 4 - Metro;District 1;8,7989E+13;4,16172E+14
69;Elysian Valley;183872;800;367;82787;540;35;6889;266659;3,87079E+13;1340;1,94513E+13;402;5,83539E+13;SPA 4 - Metro;District 1;8,39945E+13;1,99837E+13
70;Encino;755714;3288;1786;254877;1557;151;43648;1010591;2,31532E+14;4845;1,11002E+14;1937;4,43777E+14;SPA 2 - San Fernando;District 3;2,68363E+14;2,40535E+14
71;Fairfax;182033;792;412;151608;894;103;12480;333641;2,67341E+14;1686;1,35096E+14;515;4,1266E+14;SPA 4 - Metro;District 3;7,2725E+14;3,12168E+14
72;Gardena;529551;2304;1113;3271810;21227;1430;58829;3801361;6,46171E+14;23531;3,9999E+14;2543;4,3227E+14;SPA 8 - South Bay;District 2;1,93869E+14;1,47511E+14
73;Glassell Park;640334;2786;1251;501015;3470;129;24064;1141349;4,74297E+14;6256;2,59973E+14;1380;5,73471E+14;SPA 4 - Metro;District 1;1,51841E+14;6,96732E+14
74;Glendale;1196547;5206;2887;1297220;8099;697;190790;2493767;1,30707E+14;13305;6,97364E+14;3584;1,87851E+14;SPA 2 - San Fernando;District 5;5,73853E+14;7,75781E+14
75;Glendora;37004;161;87;2039700;13676;710;53856;2076704;3,85603E+14;13837;2,56926E+14;797;1,47987E+14;SPA 3 - San Gabriel;District 5;4,48305E+14;4,94744E+14
76;Granada Hills;1296068;5639;2787;1006290;6777;338;53692;2302358;4,28808E+14;12416;2,31245E+14;3125;5,82023E+14;SPA 2 - San Fernando;District 3;2,70329E+14;3,83257E+14
77;Green Valley;919;4;2;84446;594;18;0;85365;;598;;20;;SPA 2 - San Fernando;District 5;1,49042E+12;6,63332E+14
78;Griffith Park;4827;21;11;30431;225;2;14;35258;2,51843E+14;246;1,75714E+14;13;9,28571E+14;SPA 4 - Metro;District 5;2,12272E+14;1,47679E+14
79;Hacienda Heights;62516;272;161;6614670;43264;2748;53568;6677186;1,24649E+14;43536;8,12724E+14;2909;5,43048E+14;SPA 3 - San Gabriel;District 1;2,80622E+14;3,00426E+14
80;Hancock Park;149396;650;346;297184;2001;100;9809;446580;4,55276E+14;2651;2,70262E+14;446;4,54684E+14;SPA 4 - Metro;District 2;7,88046E+14;3,83989E+14
81;Hansen Dam;34706;151;73;3600;15;5;33;38306;1,16079E+14;166;5,0303E+14;78;2,36364E+14;SPA 2 - San Fernando;District 5;1,12162E+14;4,97229E+14
82;Harbor City;516910;2249;1062;1832910;12070;728;23727;2349820;9,90357E+14;14319;6,0349E+14;1790;7,54415E+14;SPA 8 - South Bay;District 4;1,34089E+14;6,50781E+14
83;Harbor Gateway;1141615;4967;2227;3750530;24614;1524;40137;4892145;1,21886E+14;29581;7,37001E+14;3751;9,34549E+14;SPA 8 - South Bay;District 2;3,01696E+14;1,29723E+14
84;Hasley Canyon;5746;25;8;38095;178;45;0;43841;;203;;53;;SPA 2 - San Fernando;District 5;2,08035E+14;7,88465E+14
85;Hawaiian Gardens;15169;66;37;3478110;22922;1374;12968;3493279;2,69377E+14;22988;1,77267E+14;1411;1,08806E+14;SPA 7 - East;District 4;8,06489E+14;2,48459E+14
86;Hawthorne;885803;3854;1821;5782550;37505;2532;86046;6668353;7,74975E+14;41359;4,80662E+14;4353;5,05892E+14;SPA 8 - South Bay;District 2;3,1204E+14;1,57286E+14
87;Hermosa Beach;27811;121;77;154491;967;82;19506;182302;9,34594E+13;1088;5,57777E+14;159;8,15134E+14;SPA 8 - South Bay;District 2;8,47683E+14;3,72851E+14
88;Hidden Hills;5976;26;16;30742;181;21;1985;36718;1,84977E+14;207;1,04282E+14;37;1,86398E+13;SPA 2 - San Fernando;District 3;1,32558E+14;4,31508E+14
89;Highland Park;2087407;9082;3994;640871;3902;385;53332;2728278;5,11565E+14;12984;2,43456E+13;4379;8,21083E+14;SPA 4 - Metro;District 1;1,93027E+14;8,65422E+14
90;Hollywood;4309960;18752;8402;2796770;18485;1083;71133;7106730;9,99076E+14;37237;5,23484E+14;9485;1,33342E+14;SPA 4 - Metro;District 3;1,48997E+14;8,86655E+13
91;Hollywood Hills;479676;2087;1103;380299;2502;152;23245;859975;3,69961E+14;4589;1,97419E+13;1255;5,39901E+14;SPA 4 - Metro;District 5;2,16272E+14;1,78393E+14
92;Hollywood Hills West;214900;935;510;225994;1412;121;16324;440894;2,70089E+14;2347;1,43776E+14;631;3,86547E+14;SPA 4 - Metro;District 3;1,91362E+13;1,23362E+14
93;Huntington Park;323615;1408;693;3950310;25867;1629;59737;4273925;7,15457E+14;27275;4,56585E+14;2322;3,88704E+14;SPA 7 - East;District 4;2,04827E+14;7,66797E+14
94;Industry;1839;8;4;757721;5114;250;18943;759560;4,00971E+14;5122;2,7039E+14;254;1,34086E+14;SPA 3 - San Gabriel;District 1;1,13957E+14;3,1221E+14
95;Inglewood;2061895;8971;4156;7995390;52445;3260;110579;10057285;9,09511E+14;61416;5,55404E+14;7416;6,70652E+14;SPA 8 - South Bay;District 2;2,84387E+14;2,30446E+14
96;Irwindale;6436;28;12;142105;871;83;1422;148541;1,04459E+14;899;6,32208E+14;95;6,68073E+14;SPA 3 - San Gabriel;District 1;4,08126E+14;2,42508E+14
97;Koreatown;3941526;17149;8103;1478330;9450;704;104833;5419856;5,16999E+14;26599;2,53727E+14;8807;8,40098E+14;SPA 4 - Metro;District 2;1,14966E+14;6,83045E+14
98;La Crescenta-Montrose;58150;253;139;590808;3758;289;21442;648958;3,02657E+14;4011;1,87063E+14;428;1,99608E+14;SPA 2 - San Fernando;District 5;1,64491E+14;8,68412E+14
99;Ladera Heights;115839;504;230;335185;2210;132;8294;451024;5,43796E+14;2714;3,27224E+14;362;4,3646E+14;SPA 5 - West;District 2;1,87159E+13;7,42963E+14
100;La Habra Heights;8044;35;14;301625;1976;124;5591;309669;5,53871E+14;2011;3,59685E+14;138;2,46825E+14;SPA 7 - East;District 4;2,04124E+14;1,57312E+12
101;Lake Balboa;923267;4017;1962;473053;3149;174;26160;1396320;5,33761E+14;7166;2,7393E+14;2136;8,16514E+13;SPA 2 - San Fernando;District 3;1,25401E+14;7,91943E+14
102;Lake Hughes;919;4;2;23503;119;24;0;24422;;123;;26;;SPA 2 - San Fernando;District 5;3,78031E+14;2,39104E+14
103;Lake Los Angeles;47117;205;89;5757290;39817;1506;1947;5804407;2,98121E+14;40022;2,05557E+14;1595;8,19209E+14;SPA 1 - Antelope Valley;District 5;2,85193E+14;1,77156E+14
104;Lake View Terrace;472781;2057;965;447734;3048;137;13054;920515;7,05159E+14;5105;3,91068E+14;1102;8,44186E+14;SPA 2 - San Fernando;District 5;2,72676E+14;1,07296E+14
105;Lakewood;141352;615;292;8120360;52806;3499;80585;8261712;1,02522E+14;53421;6,62915E+14;3791;4,70435E+14;SPA 7 - East;District 4;3,79864E+14;2,39976E+14
106;La Mirada;42061;183;96;4613520;29445;2216;48527;4655581;9,5938E+14;29628;6,10547E+14;2312;4,76436E+14;SPA 7 - East;District 4;2,44196E+14;1,97947E+14
107;Lancaster;840295;3656;1551;80471600;559316;19910;151745;81311895;5,35846E+14;562972;3,70999E+14;21461;1,41428E+14;SPA 1 - Antelope Valley;District 5;1,52064E+14;2,60957E+13
108;La Puente;54472;237;120;12822800;86279;4339;40174;12877272;3,20537E+14;86516;2,15353E+14;4459;1,10992E+14;SPA 3 - San Gabriel;District 1;2,65413E+14;8,81606E+14
109;Larchmont;181114;788;396;117609;825;26;7822;298723;3,81901E+14;1613;2,06213E+14;422;5,39504E+14;SPA 4 - Metro;District 3;4,83347E+14;1,23033E+14
110;La Verne;25972;113;66;789454;5161;329;33069;815426;2,46583E+14;5274;1,59485E+14;395;1,19447E+13;SPA 3 - San Gabriel;District 5;3,20008E+14;2,16985E+14
111;Lawndale;157440;685;341;3914680;24827;1945;32769;4072120;1,24267E+14;25512;7,78541E+14;2286;6,97611E+14;SPA 8 - South Bay;District 2;1,10425E+14;4,96842E+14
112;Lennox;179965;783;388;4100030;26476;1843;22532;4279995;1,89952E+14;27259;1,20979E+14;2231;9,90147E+14;SPA 8 - South Bay;District 2;9,89479E+14;2,68871E+14
113;Leona Valley;3907;17;7;302472;2119;68;3553;306379;8,62311E+14;2136;6,01182E+14;75;2,11089E+14;SPA 1 - Antelope Valley;District 5;5,21406E+13;3,90254E+14
114;Lincoln Heights;1004171;4369;1904;934203;6252;330;26605;1938374;7,28575E+14;10621;3,99211E+13;2234;8,39692E+14;SPA 4 - Metro;District 1;1,50865E+14;6,35063E+14
115;Littlerock;6895;30;14;582000;4072;133;0;588895;;4102;;147;;SPA 1 - Antelope Valley;District 5;1,21292E+14;4,61062E+14
116;Lomita;113541;494;240;2446420;15797;1100;20795;2559961;1,23105E+14;16291;7,83409E+14;1340;6,44386E+14;SPA 8 - South Bay;District 4;1,34039E+14;4,83345E+14
117;Long Beach;2085798;9075;4101;23938400;158306;9234;465275;26024198;5,59329E+13;167381;3,59746E+14;13335;2,86605E+13;SPA 8 - South Bay;District 4;1,4235E+13;1,3137E+14
118;Lopez/Kagel Canyons;23903;104;43;129269;896;33;533;153172;2,87377E+14;1000;1,87617E+14;76;1,42589E+14;SPA 3 - San Gabriel;District 5;2,32821E+14;9,06673E+14
119;Los Feliz;607237;2642;1333;272892;1737;133;32639;880129;2,69656E+13;4379;1,34165E+14;1466;4,49156E+14;SPA 4 - Metro;District 5;1,12265E+14;6,59992E+14
120;Lynwood;445660;1939;879;16614800;111077;5916;68736;17060460;2,48203E+14;113016;1,6442E+14;6795;9,88565E+14;SPA 6 - South;District 4;2,19598E+14;1,23735E+14
121;Malibu;32637;142;85;673278;3998;446;8179;705915;8,63082E+14;4140;5,06174E+14;531;6,49224E+14;SPA 5 - West;District 3;8,0104E+14;5,02829E+14
122;Manhattan Beach;41831;182;100;110499;642;79;35135;152330;4,33556E+13;824;2,34524E+14;179;5,09463E+14;SPA 8 - South Bay;District 2;1,45474E+13;1,00222E+14
123;Marina del Rey;59758;260;166;238702;1508;121;8866;298460;3,36634E+14;1768;1,99413E+13;287;3,23709E+14;SPA 5 - West;District 2;7,987E+14;3,67582E+14
124;Mar Vista;543572;2365;1201;314985;2094;117;34925;858557;2,45829E+14;4459;1,27674E+14;1318;3,7738E+14;SPA 5 - West;District 3;1,2418E+14;7,31827E+14
125;Mayflower Village;18847;82;44;2427170;16481;760;12014;2446017;2,03597E+14;16563;1,37864E+14;804;6,69219E+14;SPA 3 - San Gabriel;District 5;1,45648E+14;3,07614E+14
126;Maywood;102968;448;222;3945110;26157;1494;27395;4048078;1,47767E+14;26605;9,71163E+14;1716;6,26392E+14;SPA 7 - East;District 4;9,41031E+14;3,00231E+14
127;Mid-Wilshire;1076800;4685;2248;619404;3874;330;44783;1696204;3,78761E+14;8559;1,91122E+13;2578;5,75665E+14;SPA 4 - Metro;District 2;1,27208E+14;7,03398E+14
128;Mission Hills;776170;3377;1558;553536;3796;158;19630;1329706;6,77385E+14;7173;3,6541E+13;1716;8,74172E+14;SPA 2 - San Fernando;District 3;1,29677E+14;8,08188E+12
129;Monrovia;83202;362;180;1357850;8618;672;37254;1441052;3,86818E+14;8980;2,41048E+14;852;2,287E+14;SPA 3 - San Gabriel;District 5;4,77571E+14;3,52764E+14
130;Montebello;295115;1284;614;5331730;34524;2358;62381;5626845;9,02013E+14;35808;5,74021E+14;2972;4,76427E+14;SPA 7 - East;District 1;3,12201E+14;2,13713E+14
131;La Canada Flintridge;26202;114;70;45248;193;61;19380;71450;3,68679E+14;307;1,58411E+14;131;6,75955E+14;SPA 2 - San Fernando;District 5;2,78913E+14;2,1802E+14
132;Montecito Heights;500362;2177;961;408496;2715;152;20028;908858;4,53794E+13;4892;2,44258E+14;1113;5,55722E+14;SPA 4 - Metro;District 1;1,52941E+14;6,09697E+14
133;Monterey Park;163186;710;385;1313510;8205;704;60678;1476696;2,43366E+13;8915;1,46923E+14;1089;1,79472E+14;SPA 3 - San Gabriel;District 1;2,52226E+13;1,93737E+14
134;Mount Washington;277647;1208;551;88429;507;66;15198;366076;2,40871E+13;1715;1,12844E+14;617;4,05974E+14;SPA 4 - Metro;District 1;1,00089E+14;4,68251E+14
135;Northeast Antelope Valley;59758;260;108;3762080;26338;853;20762;3821838;1,84079E+13;26598;1,28109E+14;961;4,62865E+14;SPA 1 - Antelope Valley;District 5;2,20862E+14;1,12622E+14
136;North El Monte;12871;56;22;348157;2408;91;3151;361028;1,14576E+14;2464;7,81974E+14;113;3,58616E+14;SPA 3 - San Gabriel;District 5;4,97156E+14;1,07995E+14
137;North Hills;2773249;12066;5592;719713;4561;359;56375;3492962;6,19594E+14;16627;2,94936E+14;5951;1,05561E+14;SPA 2 - San Fernando;District 3;1,77739E+14;1,34541E+14
138;North Hollywood;4033232;17548;8400;912852;5898;409;76581;4946084;6,45863E+14;23446;3,06159E+14;8809;1,15029E+14;SPA 2 - San Fernando;District 5;1,76564E+13;1,48658E+13
139;Northridge;1667489;7255;3636;595558;3789;291;61310;2263047;3,69115E+14;11044;1,80134E+14;3927;6,40515E+14;SPA 2 - San Fernando;District 3;2,10041E+14;2,39967E+14
140;Northwest Antelope Valley;9653;42;18;1117880;7720;297;7037;1127533;1,60229E+14;7762;1,10303E+14;315;4,47634E+14;SPA 1 - Antelope Valley;District 5;1,91381E+14;5,45432E+14
141;Northwest Palmdale;4597;20;14;715549;4893;210;5223;720146;1,3788E+14;4913;9,40647E+14;224;4,28872E+14;SPA 1 - Antelope Valley;District 5;2,05531E+14;1,47316E+14
142;North Whittier;8734;38;17;393155;2443;216;5147;401889;7,80822E+14;2481;4,82028E+14;233;4,52691E+14;SPA 7 - East;District 4;2,48028E+14;1,38006E+14
143;Norwalk;261558;1138;547;23399900;154880;8971;106317;23661458;2,22556E+14;156018;1,46748E+14;9518;8,95247E+14;SPA 7 - East;District 4;2,82452E+14;2,46493E+14
144;Pacific Palisades;119287;519;311;128522;744;93;24476;247809;1,01246E+14;1263;5,16016E+14;404;1,6506E+14;SPA 5 - West;District 3;3,97989E+14;5,77738E+14
145;Pacoima;4597719;20004;8977;1549910;10142;642;77868;6147629;7,89494E+14;30146;3,87142E+14;9619;1,2353E+14;SPA 2 - San Fernando;District 3;2,00932E+14;1,80966E+13
146;Palmdale;907178;3947;1781;56576900;387392;16394;152443;57484078;3,77086E+14;391339;2,56712E+14;18175;1,19225E+14;SPA 1 - Antelope Valley;District 5;1,64225E+14;3,42165E+14
147;Palms;640334;2786;1462;300676;1942;135;42733;941010;2,20207E+14;4728;1,1064E+14;1597;3,73716E+14;SPA 5 - West;District 3;1,18069E+14;4,91817E+13
